Zone_ID,Code_Zone,Latitude,Longitude,Type_Sol,Bassin_Versant,Type_Occupation_Sol,Altitude_m,Pluie_Annuelle_mm,Temperature_Moyenne_C,Pente_Terrain_pct,Distance_Cours_Eau_m,Surface_Bassin_km2,Impermeabilisation_pct,Humidite_Sol_pct,Distance_Drainage_m,Nb_Inondations_Historiques,Type_Climat,Alerte_Meteo,Niveau_Nappe_m,Observation_Terrain,Risque_Inondation
ZONE-1418,CZ495462,35.45542,-6.3529,Sableux,Sud,Agricole,14.6,5092,65.4,1.75,241.4,98.6,51.9,55.7,230,4,Humide,Non,245.0,Sol sature,Pas_de_risque
ZONE-1419,CZ471467,35.76548,-4.88105,Argileux,Est,Industriel,5.8,6070,78.1,4.76,414.9,103.0,67.1,49.3,129,2,Mediterraneen,Oui,406.0,Ruissellement important,Risque
ZONE-1420,CZ698097,35.15696,-5.76846,Argileux,Est,Urbain,7.0,7076,82.8,4.29,421.4,123.6,67.1,48.2,205,1,Mediterraneen,Non,406.0,,Pas_de_risque
ZONE-1421,CZ364531,34.39035,-6.1692,Rocheux,Nord,Foret,5.1,7266,40.7,0.42,406.9,99.4,49.7,55.3,171,1,Humide,Non,410.1,Sol sature,Pas_de_risque
ZONE-1422,CZ632191,35.89662,-6.05037,Argileux,Est,Urbain,7.7,3499,80.9,3.65,421.0,103.1,51.9,47.2,150,4,Humide,Non,412.6,Drainage faible,Pas_de_risque
ZONE-1423,CZ456554,34.67787,-4.86133,Sableux,Est,Agricole,10.4,6110,59.2,3.27,230.0,155.4,85.0,56.4,178,1,Mediterraneen,Non,226.5,,Pas_de_risque
ZONE-1424,CZ517983,34.3118,-5.0555,Rocheux,Nord,Mixte,4.4,9498,50.6,1.52,425.7,166.4,90.4,45.0,120,1,Mediterraneen,Non,426.4,Ruissellement important,Pas_de_risque
ZONE-1425,CZ857553,35.71063,-5.32517,Sableux,Sud,Urbain,8.6,4245,60.3,2.8,211.4,113.2,64.7,43.9,180,6,Humide,Non,,,Pas_de_risque
ZONE-1426,CZ367774,34.9444,-5.04609,Rocheux,Ouest,Mixte,2.5,6652,47.8,1.31,443.3,141.8,84.6,39.6,141,2,Mediterraneen,Oui,,,Risque
ZONE-1427,CZ128400,35.22442,-6.19423,Rocheux,Sud,Industriel,12.7,4416,41.1,1.4,421.8,124.4,58.4,51.0,208,2,Mediterraneen,Oui,,Zone humide,Pas_de_risque
ZONE-1428,CZ253358,34.16298,-5.21397,Sableux,Nord,Industriel,8.8,7817,63.8,3.97,219.9,108.6,57.1,59.4,168,3,Humide,Non,214.0,Sol sature,Risque
ZONE-1429,CZ331789,34.04056,-5.25537,Rocheux,Est,Agricole,5.3,8100,44.0,2.1,415.3,141.6,80.5,59.7,175,1,Mediterraneen,Non,,RAS,Pas_de_risque
ZONE-1430,CZ867914,34.28099,-5.72123,Argileux,Ouest,Industriel,6.2,6567,59.2,3.84,375.9,129.5,65.4,53.7,122,4,Humide,Non,380.7,RAS,Risque
ZONE-1431,CZ521128,35.32106,-5.27071,Argileux,Est,Mixte,7.7,7364,95.1,3.12,414.3,173.1,98.0,59.0,137,0,Mediterraneen,Oui,400.4,,Risque
ZONE-1432,CZ506781,34.93261,-4.7787,Argileux,Est,Industriel,7.8,7337,74.1,5.9,401.7,116.0,73.0,53.2,132,3,Humide,Non,,Ruissellement important,Risque
ZONE-1433,CZ685233,34.81265,-6.16632,Rocheux,Ouest,Agricole,7.4,6377,62.4,0.8,398.4,103.8,48.8,51.9,118,6,Humide,Non,,RAS,Pas_de_risque
ZONE-1434,CZ833121,34.71475,-4.56801,Rocheux,Sud,Industriel,4.3,9500,35.2,1.26,387.5,126.0,74.7,43.5,102,0,Mediterraneen,Non,,RAS,Pas_de_risque
ZONE-1435,CZ718173,35.40038,-4.84746,Argileux,Sud,Foret,5.7,6682,61.3,2.95,426.5,165.7,87.5,48.5,94,3,Mediterraneen,Non,435.9,,Risque
ZONE-1436,CZ147252,35.8998,-6.27034,Argileux,Ouest,Urbain,8.2,7100,63.5,2.76,396.3,142.1,78.7,62.7,215,2,Mediterraneen,Non,387.6,RAS,Pas_de_risque
ZONE-1437,CZ633104,35.53403,-4.61605,Argileux,Sud,Foret,9.7,7868,60.8,2.2,407.5,142.0,84.4,41.7,210,1,Mediterraneen,Non,414.5,Drainage faible,Pas_de_risque
ZONE-1438,CZ961646,34.45091,-6.3702,Argileux,Nord,Foret,9.2,7923,77.0,3.95,372.5,120.5,73.3,61.0,214,0,Mediterraneen,Non,366.4,RAS,Risque
ZONE-1439,CZ904042,34.53036,-4.82951,Argileux,Ouest,Mixte,8.5,5405,93.4,6.19,400.7,133.8,64.6,62.0,134,2,Humide,Oui,400.3,,Risque
ZONE-1440,CZ971022,35.68395,-6.47927,Rocheux,Sud,Foret,9.1,8081,,1.29,392.3,165.6,88.0,49.2,162,1,Mediterraneen,Non,371.2,,Pas_de_risque
ZONE-1441,CZ831368,35.19136,-4.55805,Sableux,Sud,Foret,6.2,5276,47.4,1.08,253.7,124.4,69.1,47.2,97,2,Humide,Non,,RAS,Pas_de_risque
ZONE-1442,CZ782358,34.22752,-6.22245,Alluvial,Ouest,Agricole,7.3,4857,37.2,1.41,44.3,78.9,50.1,70.3,186,3,Humide,Oui,44.0,RAS,Pas_de_risque
ZONE-1443,CZ913389,34.82033,-5.80467,Argileux,Nord,Mixte,8.8,6139,74.8,5.78,390.9,129.8,79.5,61.8,178,2,Mediterraneen,Non,390.2,,Risque
ZONE-1444,CZ288717,34.22928,-4.82615,Argileux,Sud,Urbain,8.7,6224,40.6,5.75,408.9,148.7,94.2,45.4,184,2,Mediterraneen,Non,405.4,RAS,Risque
ZONE-1445,CZ916831,35.44892,-6.12946,Alluvial,Nord,,7.6,2426,31.7,1.15,54.1,143.7,69.8,58.6,169,0,Humide,Non,,Zone humide,Pas_de_risque
ZONE-1446,CZ796001,35.41602,-4.76307,Sableux,Est,Urbain,7.1,7121,,2.21,210.7,144.9,82.5,49.7,142,1,Mediterraneen,Non,207.0,RAS,Risque
ZONE-1447,CZ876422,35.67913,-5.31949,Sableux,Est,Foret,7.1,2842,63.8,2.88,244.0,140.9,82.1,58.6,193,2,Humide,Non,244.4,Ruissellement important,Pas_de_risque
ZONE-1448,CZ938884,35.34742,-6.48448,Rocheux,Sud,Agricole,5.5,7014,44.7,1.06,407.0,149.2,75.4,45.5,219,2,Mediterraneen,Non,401.1,,Pas_de_risque
ZONE-1449,CZ451771,35.29623,-5.77142,Sableux,Sud,Mixte,7.8,7675,62.5,3.57,238.3,142.6,74.5,,148,3,Mediterraneen,Non,241.5,Sol sature,Risque
ZONE-1450,CZ202281,34.80546,-5.81314,Argileux,Ouest,Industriel,8.1,6292,84.5,3.37,381.4,172.3,86.0,52.0,189,4,Mediterraneen,Non,,Sol sature,Risque
ZONE-1451,CZ459589,35.2424,-6.49293,Rocheux,Ouest,Mixte,6.4,4029,45.9,1.77,398.4,93.7,51.1,41.8,149,0,Humide,Non,397.2,Sol sature,Pas_de_risque
ZONE-1452,CZ361609,34.70021,-6.05127,Argileux,Sud,Urbain,9.1,7934,70.5,5.59,401.2,187.0,100.4,56.3,132,3,Mediterraneen,Oui,383.7,RAS,Risque
ZONE-1453,CZ164771,35.73954,-5.63595,Alluvial,Sud,Foret,7.3,6990,25.8,,50.7,119.8,63.2,50.5,188,6,Humide,Non,,RAS,Pas_de_risque
ZONE-1454,CZ174236,34.48846,-5.82978,Argileux,Sud,Foret,7.8,7390,89.8,5.0,393.4,139.1,76.7,54.3,170,1,Mediterraneen,Non,,Drainage faible,Risque
ZONE-1455,CZ687453,35.80712,-6.02203,Rocheux,Est,Foret,4.0,3901,47.9,1.67,383.5,120.7,63.5,44.9,180,4,Humide,Oui,373.0,RAS,Pas_de_risque
ZONE-1456,CZ438037,34.80132,-4.52764,Alluvial,Nord,Mixte,7.9,5750,37.5,1.15,39.4,143.4,75.6,57.0,182,2,Mediterraneen,Non,39.6,Sol sature,Pas_de_risque
ZONE-1457,CZ973275,34.76139,-5.42301,Sableux,Ouest,Industriel,9.0,4170,54.6,3.58,222.0,116.7,61.3,56.0,167,0,Mediterraneen,Oui,,,Risque
ZONE-1458,CZ178872,34.92773,-6.38241,Rocheux,Ouest,Mixte,10.9,7549,39.7,1.29,404.3,145.7,75.7,45.3,144,1,Mediterraneen,Non,397.7,RAS,Risque
ZONE-1459,CZ744938,35.0738,-5.37789,Argileux,Sud,Mixte,9.5,6661,56.7,7.77,400.7,134.5,81.7,58.5,233,0,Mediterraneen,Non,,,Risque
ZONE-1460,CZ668061,35.28879,-5.07189,Argileux,Sud,Urbain,5.2,3775,99.7,,365.3,151.8,80.9,44.6,118,1,Humide,Non,,,Pas_de_risque
ZONE-1461,CZ980381,34.03654,-4.76207,Sableux,Est,Foret,11.8,6644,69.4,2.9,225.4,150.6,88.1,53.2,213,6,Mediterraneen,Non,221.9,Ruissellement important,Risque
ZONE-1462,CZ379297,35.74406,-6.04992,Argileux,Sud,Industriel,9.0,2901,82.0,5.92,414.9,123.7,67.5,57.2,249,1,Humide,Non,398.7,,Risque
ZONE-1463,CZ892465,34.0843,-5.59189,Argileux,Sud,Urbain,6.2,6672,73.0,2.86,374.0,140.2,82.3,57.5,167,3,Mediterraneen,Non,,Ruissellement important,Risque
ZONE-1464,CZ224716,34.73001,-5.43622,Sableux,Ouest,Industriel,8.4,6392,60.1,3.35,232.8,76.8,53.3,44.1,99,1,Humide,Non,,,Risque
ZONE-1465,CZ206371,34.22219,-6.01232,Rocheux,Est,Urbain,10.8,6450,48.1,1.59,400.7,120.2,76.0,46.0,235,6,Mediterraneen,Oui,396.1,RAS,Risque
ZONE-1466,CZ460823,35.461,-6.04497,Sableux,Est,Foret,5.5,7080,58.8,3.39,213.5,92.9,44.4,54.7,191,1,Mediterraneen,Non,214.6,Ruissellement important,Risque
ZONE-1467,CZ176757,34.18686,-5.53131,Argileux,Ouest,Foret,8.4,7665,68.9,4.55,399.5,139.5,73.2,48.5,149,1,Mediterraneen,Oui,392.5,,Risque
ZONE-1468,CZ254731,35.58614,-5.40697,Argileux,Nord,Agricole,4.4,4629,69.1,3.99,391.8,135.8,74.0,54.4,130,0,Humide,Oui,383.0,Sol sature,Risque
ZONE-1469,CZ853604,35.17854,-5.94863,Argileux,Nord,Mixte,4.7,5160,61.4,5.26,397.1,163.8,91.4,63.9,123,0,Mediterraneen,Non,,RAS,Pas_de_risque
ZONE-1470,CZ344300,35.0517,-4.91685,Sableux,Nord,Urbain,8.9,6266,60.7,2.73,220.9,125.0,64.0,58.7,221,0,Humide,Oui,,,Pas_de_risque
ZONE-1471,CZ331617,35.70218,-5.38556,Alluvial,Sud,Industriel,9.0,3575,47.6,0.46,45.3,115.5,61.9,61.0,116,3,Humide,Non,,,Pas_de_risque
ZONE-1472,CZ711442,34.41665,-6.24924,Argileux,Est,Agricole,7.7,4813,61.0,5.68,405.2,105.5,53.3,53.4,174,2,Humide,Oui,,Sol sature,Risque
ZONE-1473,CZ483433,35.25488,-5.36763,Alluvial,Sud,Agricole,6.4,6277,24.7,0.79,51.9,110.1,60.0,,225,0,Humide,Oui,53.3,RAS,Pas_de_risque
ZONE-1474,CZ423733,35.86481,-5.08581,Argileux,Est,Foret,10.8,4096,68.2,5.88,412.9,105.8,59.6,50.0,190,3,Humide,Non,396.7,Ruissellement important,Pas_de_risque
ZONE-1475,CZ295392,35.52571,-5.28406,Alluvial,Nord,Foret,9.4,6169,35.2,0.38,49.4,120.5,63.9,56.4,170,2,Humide,Oui,52.5,RAS,Pas_de_risque
ZONE-1476,CZ732565,35.2241,-5.74621,Rocheux,Nord,Foret,5.6,8042,37.6,1.42,413.3,171.8,91.2,57.0,131,4,Mediterraneen,Non,,,Risque
ZONE-1477,CZ523751,35.17759,-5.87762,Rocheux,Est,Agricole,7.0,7282,43.5,2.73,395.3,129.7,71.4,59.8,140,4,Mediterraneen,Non,386.3,RAS,Risque
ZONE-1478,CZ556770,34.39168,-5.52949,Alluvial,Nord,Agricole,10.4,4357,41.2,1.0,48.7,120.4,73.7,53.2,199,6,Humide,Non,52.6,,Pas_de_risque
ZONE-1479,CZ177952,34.26679,-4.74019,Argileux,Sud,Foret,6.4,8466,65.7,4.17,391.4,137.1,75.6,47.2,181,1,Mediterraneen,Non,401.5,RAS,Risque
ZONE-1480,CZ986357,35.22129,-6.2615,Argileux,Nord,Industriel,9.4,6109,86.2,5.0,370.1,145.4,73.3,75.2,236,1,Humide,Non,359.1,RAS,Risque
ZONE-1481,CZ153106,35.40391,-5.50776,Argileux,Ouest,Industriel,8.7,8730,73.6,5.38,412.7,126.1,67.5,46.6,156,3,Mediterraneen,Non,413.9,,Pas_de_risque
ZONE-1482,CZ367800,34.01661,-4.55989,Argileux,Sud,Industriel,10.9,5263,69.5,5.34,410.6,146.0,78.1,44.3,251,2,Mediterraneen,Oui,410.5,,Risque
ZONE-1483,CZ758651,34.13414,-5.19939,Alluvial,Ouest,Urbain,7.1,6841,49.3,1.47,46.3,152.5,79.7,59.6,225,2,Mediterraneen,Non,43.8,Ruissellement important,Risque
ZONE-1484,CZ571358,35.62309,-5.65882,Argileux,Nord,Industriel,8.2,3237,72.0,5.54,393.1,59.4,33.6,68.3,163,1,Humide,Oui,396.4,,Pas_de_risque
ZONE-1485,CZ869483,35.88143,-5.17308,Alluvial,Nord,Agricole,8.8,6873,40.4,1.93,46.8,154.4,85.6,77.3,74,2,Mediterraneen,Non,44.4,RAS,Pas_de_risque
ZONE-1486,CZ779520,34.00263,-4.7937,Argileux,Sud,Foret,13.0,8185,58.0,5.98,375.6,120.4,65.1,41.0,188,2,Humide,Non,370.8,RAS,Risque
ZONE-1487,CZ785846,35.6657,-5.27118,Rocheux,Sud,Industriel,7.2,5661,52.5,1.75,434.6,126.7,65.8,40.8,173,2,Mediterraneen,Non,434.4,RAS,Pas_de_risque
ZONE-1488,CZ113149,35.51338,-5.59213,Argileux,Est,Urbain,4.3,4129,70.4,6.54,425.2,127.4,81.9,58.9,152,6,Mediterraneen,Non,413.2,RAS,Risque
ZONE-1489,CZ981397,34.41417,-5.82817,Rocheux,Sud,Agricole,4.2,4406,36.1,1.11,394.0,125.1,69.0,49.0,126,0,Humide,Non,375.8,Zone humide,Pas_de_risque
ZONE-1490,CZ392490,34.59399,-5.77918,Rocheux,Ouest,Agricole,7.6,8926,39.2,2.06,416.0,117.1,63.2,57.1,164,1,Mediterraneen,Non,395.0,RAS,Pas_de_risque
ZONE-1491,CZ547822,35.32353,-5.05773,Sableux,Sud,Industriel,5.9,7376,67.4,3.6,227.3,137.6,77.5,50.2,139,1,Mediterraneen,Non,220.4,RAS,Risque
ZONE-1492,CZ609325,35.34543,-4.93143,Argileux,Ouest,Mixte,3.4,8372,85.3,4.35,394.7,106.9,55.0,38.3,171,2,Mediterraneen,Non,375.6,RAS,Risque
ZONE-1493,CZ216905,35.43367,-4.73707,Rocheux,Est,Urbain,7.3,7261,47.7,1.02,396.0,116.1,76.9,58.8,174,2,Mediterraneen,Oui,390.2,Zone humide,Pas_de_risque
ZONE-1494,CZ318023,35.41224,-4.52727,Sableux,Nord,Foret,6.9,4901,69.3,3.29,224.5,167.4,103.5,66.7,155,4,Mediterraneen,Oui,215.7,RAS,Risque
ZONE-1495,CZ238470,35.44382,-4.87867,Argileux,Nord,Urbain,9.3,7753,61.3,3.86,412.4,151.2,75.2,61.5,167,0,Mediterraneen,Non,404.1,Drainage faible,Risque
ZONE-1496,CZ723536,35.86357,-6.285,Rocheux,Est,Industriel,9.7,5773,44.8,1.36,403.8,165.9,91.1,54.3,187,2,Mediterraneen,Non,402.3,RAS,Pas_de_risque
ZONE-1497,CZ407157,34.428,-5.06702,Argileux,Sud,Urbain,1.7,8510,75.9,5.86,386.7,146.1,83.6,47.7,157,1,Mediterraneen,Non,,Sol sature,Risque
ZONE-1498,CZ740080,35.10086,-6.25583,Rocheux,Sud,Mixte,4.6,5651,45.7,0.93,413.0,88.7,53.2,53.0,141,2,Humide,Oui,406.1,RAS,Pas_de_risque
ZONE-1499,CZ414221,35.52567,-5.76585,Rocheux,Nord,Foret,8.5,8638,46.1,1.24,391.4,141.3,82.3,50.3,160,7,Mediterraneen,Oui,373.2,RAS,Risque
ZONE-1500,CZ911531,35.52335,-5.40859,Argileux,Nord,Mixte,6.7,7097,69.9,4.53,402.8,126.6,72.6,65.5,153,1,Mediterraneen,Non,397.9,RAS,Risque
ZONE-1501,CZ768465,35.39008,-5.63976,Argileux,Sud,Urbain,12.5,6971,66.9,6.05,390.2,108.6,56.4,60.2,194,2,Humide,Oui,,RAS,Risque
ZONE-1502,CZ430019,34.11098,-6.49494,Argileux,Sud,Urbain,7.2,5903,92.4,4.53,431.8,72.6,39.5,47.7,148,2,Humide,Non,428.9,,Risque
ZONE-1503,CZ195698,35.04592,-6.02038,Argileux,Ouest,Agricole,12.5,5448,65.1,3.66,384.5,135.3,72.7,65.2,217,2,Mediterraneen,Non,371.6,,Risque
ZONE-1504,CZ872723,34.8014,-5.45716,Sableux,Nord,Agricole,7.6,6088,60.3,1.67,230.9,152.2,90.7,53.6,188,1,Mediterraneen,Non,231.9,Ruissellement important,Pas_de_risque
ZONE-1505,CZ656552,34.14377,-5.96335,Sableux,Est,Foret,5.6,5050,54.0,2.97,230.4,133.6,69.3,,103,1,Humide,Non,230.1,Zone humide,Risque
ZONE-1506,CZ587310,35.22614,-6.38807,Argileux,Ouest,Mixte,3.9,5287,71.5,5.04,399.7,106.8,51.2,69.2,160,4,Humide,Non,396.5,Sol sature,Pas_de_risque
ZONE-1507,CZ518277,34.12985,-5.43961,Rocheux,Est,Mixte,9.3,3371,45.2,1.49,394.5,106.3,53.5,54.2,193,0,Humide,Non,397.8,,Pas_de_risque
ZONE-1508,CZ421117,34.12154,-6.0257,Argileux,Est,Urbain,5.0,3764,57.1,4.98,420.9,94.3,60.8,58.9,208,4,Humide,Oui,407.0,Zone humide,Risque
ZONE-1509,CZ516602,34.62134,-4.94316,Rocheux,Ouest,Industriel,8.4,4005,40.6,1.75,392.5,121.1,64.8,54.4,217,0,Humide,Non,383.2,Ruissellement important,Pas_de_risque
ZONE-1510,CZ104838,34.64284,-4.9729,Alluvial,Nord,Industriel,7.5,5566,50.6,1.68,50.4,119.2,69.5,53.1,174,3,Humide,Non,49.7,RAS,Pas_de_risque
ZONE-1511,CZ393797,35.28943,-6.14586,Sableux,Sud,Industriel,9.0,9500,59.6,2.38,219.8,106.8,65.2,37.0,196,4,Mediterraneen,Non,224.1,,Risque
ZONE-1512,CZ166141,35.63394,-5.19288,Alluvial,Sud,Industriel,7.8,6520,35.6,1.52,45.4,172.4,89.0,38.3,212,4,Mediterraneen,Non,,Ruissellement important,Risque
ZONE-1513,CZ877585,34.10418,-5.79572,Argileux,Sud,Urbain,6.5,6069,67.3,6.1,404.2,90.0,58.6,54.6,171,0,Humide,Non,398.8,RAS,Pas_de_risque
ZONE-1514,CZ658310,35.10366,-6.29012,Argileux,Nord,Mixte,3.8,7239,66.9,4.08,384.0,134.4,63.7,47.2,68,2,Humide,Non,378.3,RAS,Pas_de_risque
ZONE-1515,CZ600735,35.02103,-6.18141,Argileux,Ouest,Agricole,6.5,6550,67.9,4.88,416.2,80.4,50.9,65.5,141,2,Humide,Non,413.6,Drainage faible,Risque
ZONE-1516,CZ145330,35.46844,-4.98504,Rocheux,Est,Agricole,7.0,7009,62.4,1.97,386.2,139.2,79.2,52.1,122,3,Mediterraneen,Non,375.3,Zone humide,Pas_de_risque
ZONE-1517,CZ445712,35.4852,-5.78721,Sableux,Ouest,Urbain,10.4,7470,62.3,3.23,228.5,126.5,69.6,55.8,131,3,Mediterraneen,Non,221.0,Ruissellement important,Risque
ZONE-1518,CZ373591,34.77619,-5.94477,Argileux,Sud,Foret,3.3,7489,79.2,5.12,407.1,162.4,90.4,44.2,115,3,Mediterraneen,Oui,394.2,,Risque
ZONE-1519,CZ677907,34.69371,-6.42686,Rocheux,Nord,Agricole,11.0,6866,53.4,1.97,382.4,170.4,93.0,49.6,259,2,Mediterraneen,Oui,,RAS,Risque
ZONE-1520,CZ644403,34.75102,-5.60542,Argileux,Sud,Urbain,4.7,6116,62.3,5.49,405.5,160.4,78.3,43.5,186,2,Mediterraneen,Non,395.3,,Risque
ZONE-1521,CZ248079,34.61152,-5.58083,Sableux,Ouest,Industriel,4.7,6194,55.9,2.87,216.9,118.6,69.8,54.2,95,4,Mediterraneen,Non,213.0,Ruissellement important,Pas_de_risque
ZONE-1522,CZ836332,34.36683,-4.71294,Argileux,Nord,Urbain,7.0,5850,81.0,6.16,417.0,112.5,63.7,62.1,192,3,Mediterraneen,Non,393.3,Drainage faible,Risque
ZONE-1523,CZ473722,35.74527,-5.90531,Alluvial,Sud,Agricole,10.6,5676,28.1,1.95,42.4,145.1,80.2,30.3,185,2,Mediterraneen,Non,42.5,,Risque
ZONE-1524,CZ706348,34.98816,-5.77883,Sableux,Sud,Industriel,8.3,8185,73.8,4.22,247.7,155.8,80.3,51.2,200,3,Mediterraneen,Non,239.7,,Risque
ZONE-1525,CZ386981,34.07435,-6.21838,Rocheux,Nord,Foret,7.0,6576,48.7,1.37,383.7,196.0,111.6,42.5,136,2,Mediterraneen,Non,366.3,,Pas_de_risque
ZONE-1526,CZ923207,34.40458,-5.72394,Argileux,Est,Foret,2.0,4886,81.9,3.69,417.3,105.2,51.0,49.0,113,2,Humide,Non,405.4,RAS,Pas_de_risque
ZONE-1527,CZ618567,34.2244,-4.51887,Rocheux,Ouest,Agricole,8.4,7459,40.5,1.87,396.2,171.6,88.6,57.9,196,2,Mediterraneen,Non,383.4,Zone humide,Pas_de_risque
ZONE-1528,CZ783333,34.06866,-4.53487,Rocheux,Nord,Urbain,4.3,3485,44.1,0.79,398.3,83.4,60.0,71.5,147,1,Humide,Non,370.9,,Pas_de_risque
ZONE-1529,CZ409571,35.31283,-6.17157,Argileux,Ouest,Industriel,4.4,8191,83.2,4.56,390.6,142.0,69.1,52.8,168,0,Mediterraneen,Non,,Drainage faible,Risque
ZONE-1530,CZ326392,35.9823,-5.65534,Rocheux,Est,Mixte,4.4,6720,48.9,1.33,393.2,105.1,58.1,42.8,187,0,Humide,Non,,RAS,Pas_de_risque
ZONE-1531,CZ929599,35.60586,-5.70072,Sableux,Sud,Foret,10.9,6542,59.9,3.5,242.8,145.3,76.9,42.5,245,2,Mediterraneen,Non,248.4,,Risque
ZONE-1532,CZ572913,35.77152,-5.65342,Rocheux,Est,Urbain,11.9,7917,44.8,0.51,388.7,121.1,68.1,57.3,232,4,Mediterraneen,Non,392.6,RAS,Pas_de_risque
ZONE-1533,CZ239516,35.98033,-4.50037,Alluvial,Sud,Agricole,10.1,7286,35.9,1.13,51.9,161.4,86.1,44.5,197,1,Humide,Non,52.8,RAS,Pas_de_risque
ZONE-1534,CZ969377,35.28788,-5.27429,Rocheux,Nord,Agricole,7.4,6518,51.7,1.26,384.9,187.8,104.8,39.8,213,5,Mediterraneen,Non,,Drainage faible,Risque
ZONE-1535,CZ151044,34.50884,-6.35545,Argileux,Sud,Mixte,9.4,3115,93.4,6.91,386.1,153.5,80.5,46.9,163,0,Humide,Oui,,Sol sature,Risque
ZONE-1536,CZ146235,35.5887,-5.51904,Alluvial,Nord,Urbain,1.8,8431,38.3,1.59,49.6,138.9,76.0,59.4,176,0,Mediterraneen,Non,48.7,,Pas_de_risque
ZONE-1537,CZ553882,34.45618,-5.86597,Argileux,Ouest,Foret,11.4,7176,60.9,2.88,398.0,139.8,78.8,63.5,253,5,Mediterraneen,Non,393.8,RAS,Risque
ZONE-1538,CZ728422,34.16174,-5.18636,Rocheux,Sud,Urbain,5.2,8137,42.4,1.76,390.6,118.4,64.4,49.3,175,2,Mediterraneen,Oui,389.7,,Risque
ZONE-1539,CZ620709,35.95545,-4.91882,Argileux,Sud,Industriel,5.1,6100,,4.34,385.4,100.0,53.8,40.8,185,1,Humide,Oui,,Sol sature,Risque
ZONE-1540,CZ302138,35.63867,-4.93029,Alluvial,Sud,Urbain,9.3,2169,37.2,1.39,44.8,87.0,52.5,47.8,150,2,Humide,Non,45.2,,Pas_de_risque
ZONE-1541,CZ538133,34.34882,-5.32192,Rocheux,Est,Agricole,11.2,8040,46.6,1.74,399.6,148.4,84.3,54.9,146,1,Mediterraneen,Non,,RAS,Pas_de_risque
ZONE-1542,CZ816878,34.0562,-4.54077,Alluvial,Nord,Urbain,6.5,6614,42.1,1.27,43.4,143.8,64.4,63.6,136,0,Humide,Oui,46.3,Zone humide,Pas_de_risque
ZONE-1543,CZ248537,35.33945,-4.9025,Argileux,Nord,Agricole,6.4,9500,60.3,4.92,404.5,124.1,65.2,55.2,73,1,Mediterraneen,Non,,Ruissellement important,Risque
ZONE-1544,CZ614072,34.50592,-5.13328,Alluvial,Nord,Agricole,13.5,7522,29.7,1.26,44.4,108.8,66.3,56.2,291,3,Mediterraneen,Oui,43.7,,Risque
ZONE-1545,CZ257908,35.60934,-5.02701,Alluvial,Est,Mixte,6.5,6490,41.7,1.67,48.2,174.3,93.0,51.6,181,1,Mediterraneen,Non,46.4,Sol sature,Pas_de_risque
ZONE-1546,CZ140733,35.89759,-5.78568,Alluvial,Nord,Urbain,9.5,8981,41.8,1.17,47.5,130.3,78.9,62.2,148,3,Mediterraneen,Non,48.8,,Risque
ZONE-1547,CZ430453,35.57942,-6.10947,Argileux,Ouest,Urbain,10.1,7299,70.3,3.9,376.0,174.2,93.7,44.6,217,4,Mediterraneen,Non,375.4,Zone humide,Risque
ZONE-1548,CZ607866,35.82094,-5.49437,Rocheux,Nord,Mixte,5.1,6907,47.3,2.11,416.6,174.0,91.9,70.9,140,1,Mediterraneen,Non,406.9,RAS,Pas_de_risque
ZONE-1549,CZ524477,35.02685,-6.17202,Rocheux,Nord,Urbain,7.8,7482,38.6,2.13,402.6,126.4,67.0,58.7,236,1,Mediterraneen,Non,390.1,Sol sature,Pas_de_risque
ZONE-1550,CZ665156,34.0386,-5.19314,Argileux,Nord,Agricole,6.7,5789,86.7,5.29,387.4,67.3,43.6,58.5,140,1,Humide,Oui,381.2,RAS,Pas_de_risque
ZONE-1551,CZ730734,34.55052,-4.77102,Argileux,Sud,Urbain,3.7,9500,62.7,5.29,396.6,143.1,80.2,56.8,172,1,Mediterraneen,Non,,RAS,Risque
ZONE-1552,CZ787693,35.37773,-4.70993,Alluvial,Nord,Foret,6.5,6195,31.1,1.31,45.6,144.8,71.4,55.9,182,3,Mediterraneen,Non,44.8,,Risque
ZONE-1553,CZ980910,34.51553,-5.58232,Argileux,Ouest,Urbain,10.1,5422,66.2,3.69,351.9,129.5,72.3,50.6,181,1,Mediterraneen,Non,343.2,,Pas_de_risque
ZONE-1554,CZ282482,34.28149,-6.18673,Rocheux,Nord,Urbain,4.1,3979,38.7,2.06,394.0,143.3,76.0,70.6,189,2,Mediterraneen,Non,,Drainage faible,Pas_de_risque
ZONE-1555,CZ883837,35.75259,-5.86123,Alluvial,Sud,Urbain,10.4,5593,40.6,0.99,48.0,77.3,53.7,48.0,188,2,Humide,Non,47.3,Zone humide,Pas_de_risque
ZONE-1556,CZ602270,35.14627,-4.54505,Alluvial,Nord,Industriel,7.4,7374,48.7,,45.4,124.1,86.6,,151,2,Mediterraneen,Non,45.0,,Pas_de_risque
ZONE-1557,CZ885345,35.40979,-6.09017,Alluvial,Est,Agricole,9.3,4701,33.5,1.09,47.7,86.1,43.1,33.6,279,1,Humide,Oui,,RAS,Pas_de_risque
ZONE-1558,CZ861319,35.66373,-6.30893,Argileux,Est,Foret,3.4,6980,68.4,4.53,433.9,127.2,70.4,43.8,170,3,Mediterraneen,Non,,Zone humide,Risque
